filename,label
1_fake.mp4,0.009315
2_fake.mp4,0.010864
3_fake.mp4,0.2698
3_original.mp4,0.3796
4_fake.mp4,0.3066
5_fake.mp4,0.1771
رقم1أصلي.mp4,0.00998
